0, 2.4452255e-08, 2.8939525e-07, -1.1068102e-05, 1.1052135e-07, 0.6603772, -2.7518126e-05, -9.160835e-06, -9.158918e-06
0, 8.2274475e-08, 1.816567e-06, -2.956254e-05, 2.2444829e-07, 0.99389565, -7.2402465e-05, -2.0441332e-05, -2.1803697e-05
0, 1.384655e-07, 4.1588673e-06, -5.0703442e-05, 3.09075e-07, 1.3273259, -0.00012422238, -3.249313e-05, -3.607828e-05
0, -5.3490563e-05, -0.0063945497, 0.012435174, 0.00095050136, 1.5580574, -0.0001927119, -4.286763e-05, -5.1549072e-05
0, -0.000105429695, -0.012599919, 0.024543483, 0.0018709104, 1.8702202, -0.0002612953, -5.101637e-05, -7.3043484e-05
0, -0.00015739868, -0.018805305, 0.03665184, 0.0027915027, 2.1684935, -0.00032970693, -5.8509548e-05, -0.0001001198
0, -0.0002093881, -0.02501072, 0.04876013, 0.0037121512, 2.4528813, -0.00039801426, -6.601998e-05, -0.00013443014
0, -0.00026142303, -0.03121607, 0.060868435, 0.0046327407, 2.7233794, -0.00046634732, -7.389113e-05, -0.00017678383
0, -0.0003134715, -0.037421327, 0.07297648, 0.005553249, 2.9799883, -0.00053477206, -8.222435e-05, -0.00022765443
0, -0.00036552906, -0.0436266, 0.08508478, 0.006473857, 3.2227051, -0.0006030124, -9.100726e-05, -0.00028661254
0, -0.00041762553, -0.049831804, 0.0971931, 0.0073945164, 3.4515357, -0.0006710727, -0.00010020859, -0.0003528142
0, -0.00046984642, -0.05603693, 0.10930141, 0.008315133, 3.666477, -0.0007384729, -0.000109859495, -0.0004250092
0, -0.0005220829, -0.06224199, 0.12140972, 0.009235696, 3.8675292, -0.0008059129, -0.00011997953, -0.0005026996
0, -0.0005742797, -0.06844705, 0.13351811, 0.010156487, 4.0546923, -0.0008735171, -0.00013052621, -0.0005848463
0, -0.00062646443, -0.074652135, 0.14562629, 0.011077375, 4.2279663, -0.00094114617, -0.00014167163, -0.00067020487
0, -0.0006787156, -0.080857314, 0.15773475, 0.011997583, 4.3873525, -0.0010084613, -0.00015380734, -0.00075764867
0, -0.00073096075, -0.08706237, 0.16984314, 0.012917468, 4.5328426, -0.001075656, -0.00016651156, -0.00084680074
0, -0.0007832342, -0.09326742, 0.18195133, 0.013836374, 4.664447, -0.0011422388, -0.00018014037, -0.0009366583
0, -0.0008355445, -0.099472485, 0.19405977, 0.014755019, 4.7821627, -0.00120871, -0.00019487076, -0.0010265823
1, -0.00088780606, -0.10567753, 0.20616797, 0.015673866, 4.885993, -0.0012754537, -0.00020994717, -0.0011169746
1, -0.0027169087, -0.110079646, 0.21793954, 0.016644057, 4.7943707, -0.0016724851, -0.00023684792, -0.0011544626
1, -0.010624836, -0.10838261, 0.22733474, 0.017362788, 4.7829657, -0.0033278319, -0.00026442975, -0.0011661771
1, -0.021372044, -0.10353764, 0.23387942, 0.017914005, 4.7710934, -0.0056281514, -0.00029128784, -0.001176229
1, -0.03297272, -0.09754464, 0.23919162, 0.018381165, 4.7592196, -0.00809708, -0.00031720285, -0.0011852483
1, -0.04464918, -0.09105558, 0.2440023, 0.018823145, 4.7473464, -0.010549041, -0.00034283113, -0.0011936944
1, -0.056304812, -0.08434628, 0.24856065, 0.01924285, 4.735472, -0.012854112, -0.00036841666, -0.0012018662
1, -0.06786488, -0.077507794, 0.252977, 0.019647783, 4.7235975, -0.014972372, -0.00039404086, -0.0012099522
1, -0.07927047, -0.07056292, 0.25730363, 0.020044554, 4.7117224, -0.016899394, -0.0004197231, -0.0012179129
1, -0.090501316, -0.06351937, 0.26156026, 0.020433972, 4.699855, -0.018635636, -0.00044546626, -0.001225763
1, -0.10155275, -0.056380477, 0.26575395, 0.020815589, 4.687988, -0.020184737, -0.0004712812, -0.0012334781
1, -0.11242587, -0.049148448, 0.26988629, 0.02118782, 4.6761203, -0.021550994, -0.0004971794, -0.0012411508
1, -0.12312462, -0.04182551, 0.27395752, 0.021548627, 4.664253, -0.022739183, -0.00052313885, -0.0012487809
1, -0.13365394, -0.034413718, 0.27796707, 0.021894911, 4.6523857, -0.02375269, -0.0005491437, -0.0012563538
1, -0.1440194, -0.026915371, 0.28191316, 0.02222484, 4.6405187, -0.024596179, -0.00057523267, -0.001263833
1, -0.15422645, -0.019332688, 0.2857945, 0.022535851, 4.6286497, -0.025273653, -0.00060137623, -0.001271242
1, -0.16428104, -0.011668078, 0.28960925, 0.022825668, 4.6167746, -0.02578891, -0.0006275717, -0.0012785642
1, -0.17418894, -0.003923948, 0.2933552, 0.02309198, 4.6048994, -0.026145816, -0.0006538158, -0.0012858261
1, -0.18395668, 0.0038971547, 0.29703003, 0.023331065, 4.593025, -0.026346382, -0.00068009464, -0.0012929722
1, -0.19359022, 0.011792519, 0.3006309, 0.02354072, 4.581151, -0.026393702, -0.0007064272, -0.0013000624
1, -0.20309629, 0.019759357, 0.3041539, 0.023717357, 4.5692773, -0.026289025, -0.00073281926, -0.0013070519
1, -0.21248189, 0.027794678, 0.30759543, 0.023858443, 4.557405, -0.02603383, -0.00075924967, -0.0013140314
1, -0.22175387, 0.035895336, 0.3109501, 0.02395865, 4.5455337, -0.025626868, -0.00078571256, -0.0013208501
